number, name, team
154,SKJELMOSE JENSEN Mattias,Trek - Segafredo
155,MULLEN Ryan,Trek - Segafredo
156,PEDERSEN Mads,Trek - Segafredo
157,STUYVEN Jasper,Trek - Segafredo
DS: DE JONGH Steven,POPOVYCH Yaroslav,,Trek - Segafredo
161,COLLEONI Kevin,Team BikeExchange
162,BOOKWALTER Brent,Team BikeExchange
163,GRMAY Tsgabu,Team BikeExchange
164,GROVES Kaden,Team BikeExchange
165,HOWSON Damien,Team BikeExchange
166,PEÁK Barnabás,Team BikeExchange
167,ZEITS Andrey,Team BikeExchange
DS: LAPAGE Lorenzo,PINOTTI Marco,,Team BikeExchange
171,BRENNER Marco,Team DSM
172,GALL Felix,Team DSM
173,HAGA Chad,Team DSM
174,SALMON Martin,Team DSM
175,TUSVELD Martijn,Team DSM
176,VAN WILDER Ilan,Team DSM
177,VERMAERKE Kevin,Team DSM
DS: BROEKHUIZEN Wilbert,KEMNA Rudi,,Team DSM
181,ROLLAND Pierre,B&B Hotels p/b KTM
182,BONNAMOUR Franck,B&B Hotels p/b KTM
183,CHEVALIER Maxime,B&B Hotels p/b KTM
184,GAUTIER Cyril,B&B Hotels p/b KTM
185,LIETAER Eliot,B&B Hotels p/b KTM
186,PACHER Quentin,B&B Hotels p/b KTM
187,SCHÖNBERGER Sebastian,B&B Hotels p/b KTM
DS: PAUCHARD Gilles,DUMOULIN Samuel,,B&B Hotels p/b KTM
191,MEINTJES Louis,Intermarché - Wanty - Gobert Matériaux
192,BAKELANTS Jan,Intermarché - Wanty - Gobert Matériaux
193,BELLICAUD Jeremy,Intermarché - Wanty - Gobert Matériaux
194,DELACROIX Theo,Intermarché - Wanty - Gobert Matériaux
195,DE PLUS Jasper,Intermarché - Wanty - Gobert Matériaux
196,VAN MELSEN Kévin,Intermarché - Wanty - Gobert Matériaux
197,VLIEGEN Loïc,Intermarché - Wanty - Gobert Matériaux
DS: VAN DER SCHUEREN Hilaire,WELLENS Bart,,Intermarché - Wanty - Gobert Matériaux
201,ARU Fabio,Team Qhubeka ASSOS
202,ARMÉE Sander,Team Qhubeka ASSOS
203,BARBERO Carlos,Team Qhubeka ASSOS
204,BENNETT Sean,Team Qhubeka ASSOS
205,GOGL Michael,Team Qhubeka ASSOS
206,POWER Robert,Team Qhubeka ASSOS
207,SUNDERLAND Dylan,Team Qhubeka ASSOS
DS: MICHAELSEN Lars,VANOUDENHOVE Gino,,Team Qhubeka ASSOS
